unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,facility_type,status,due_date,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,vehicle_type,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,latitude,longitude,location
66468545,2025-10-13T23:07:47.000,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10456,218 EAST  165 STREET,EAST  165 STREET,,,,,ADDRESS,BRONX,,,Open,,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",2025-10-13T00:00:00.000,04 BRONX,2024550062,BRONX,1006846,241712,ONLINE,Unspecified,BRONX,,,,,,,,40.83009014,-73.91834927,"
,  
(40.830090144232436, -73.91834927026873)"
66470090,2025-10-13T23:07:46.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11103,32-33 44 STREET,44 STREET,,,,,ADDRESS,ASTORIA,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-10-13T00:00:00.000,01 QUEENS,4007070025,QUEENS,1007376,214927,ONLINE,Unspecified,QUEENS,,,,,,,,40.75657122,-73.91652635,"
,  
(40.75657122227575, -73.91652634591031)"
66467726,2025-10-13T23:07:31.000,2025-10-14T01:24:43.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11208,408 ETNA STREET,ETNA STREET,NICHOLS AVENUE,GRANT AVENUE,NICHOLS AVENUE,GRANT AVENUE,ADDRESS,BROOKLYN,ETNA STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,2025-10-14T01:24:48.000,05 BROOKLYN,3041220026,BROOKLYN,1020601,189961,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68800119,-73.8689254,"
,  
(40.68800118681843, -73.86892540471369)"
66463801,2025-10-13T23:07:26.000,2025-10-13T23:23:33.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-13T23:23:38.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66464510,2025-10-13T23:07:22.000,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11229,2355 EAST   12 STREET,EAST   12 STREET,LANCASTER AVENUE,CRAWFORD AVENUE,LANCASTER AVENUE,CRAWFORD AVENUE,ADDRESS,BROOKLYN,EAST   12 STREET,,In Progress,,,,15 BROOKLYN,3073960053,BROOKLYN,995596,155188,PHONE,Unspecified,BROOKLYN,,,,,,,,40.59262415,-73.95914699,"
,  
(40.59262414587428, -73.95914699194122)"
66467452,2025-10-13T23:07:03.000,,DOT,Department of Transportation,Street Sign - Dangling,Stop,Street,10465,CALHOUN AVENUE,CALHOUN AVENUE,CALHOUN AVENUE,HARDING AVENUE,CALHOUN AVENUE,HARDING AVENUE,INTERSECTION,,,,In Progress,,,,10 BRONX,,BRONX,1034731,236499,PHONE,Unspecified,BRONX,,,,,,,,40.81566661,-73.81762615,"
,  
(40.815666606445525, -73.81762614845032)"
66463340,2025-10-13T23:07:02.000,2025-10-14T00:47:25.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10466,845 EAST  223 STREET,EAST  223 STREET,BARNES AVENUE,BRONXWOOD AVENUE,BARNES AVENUE,BRONXWOOD AVENUE,ADDRESS,BRONX,EAST  223 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2025-10-14T00:47:28.000,12 BRONX,2048480116,BRONX,1023782,261763,ONLINE,Unspecified,BRONX,,,,,,,,40.88506449,-73.8570328,"
,  
(40.88506449194618, -73.85703280437964)"
66472265,2025-10-13T23:07:00.000,,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11355,,,,,SANFORD AVENUE,149 PLACE,INTERSECTION,QUEENS,,N/A,Open,,,,07 QUEENS,,QUEENS,1035778,216462,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.76066449,-73.81399735,"
,  
(40.76066449167901, -73.81399734674208)"
66473135,2025-10-13T23:06:41.000,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10471,6209 SPENCER TERRACE,SPENCER TERRACE,BEND,SPENCER PLACE,BEND,SPENCER PLACE,ADDRESS,BRONX,SPENCER TERRACE,,In Progress,,,2025-10-14T02:30:26.000,08 BRONX,2058881540,BRONX,1012617,271219,PHONE,Unspecified,BRONX,,,,,,,,40.91106112,-73.89737084,"
,  
(40.91106112184899, -73.89737083698719)"
66471000,2025-10-13T23:06:39.000,2025-10-13T23:23:41.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-13T23:23:45.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66471751,2025-10-13T23:06:38.000,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11210,1054 EAST   40 STREET,EAST   40 STREET,AVENUE I,AVENUE J,AVENUE I,AVENUE J,ADDRESS,BROOKLYN,EAST   40 STREET,,In Progress,,,,18 BROOKLYN,3077650050,BROOKLYN,1001546,168571,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.62934811,-73.93768884,"
,  
(40.62934810533454, -73.93768883545246)"
66467971,2025-10-13T23:06:28.000,2025-10-13T23:46:30.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11214,1869 83 STREET,83 STREET,18 AVENUE,19 AVENUE,18 AVENUE,19 AVENUE,ADDRESS,BROOKLYN,83 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,2025-10-13T23:46:35.000,11 BROOKLYN,3063150039,BROOKLYN,984421,160824,PHONE,Unspecified,BROOKLYN,,,,,,,,40.60810108,-73.99938415,"
,  
(40.60810108364675, -73.99938414563323)"
66468296,2025-10-13T23:06:06.000,2025-10-14T00:02:50.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11432,88-93 163 STREET,163 STREET,HILLSIDE AVENUE,89 AVENUE,HILLSIDE AVENUE,89 AVENUE,ADDRESS,JAMAICA,163 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2025-10-14T00:02:52.000,12 QUEENS,,QUEENS,1040130,197045,ONLINE,Unspecified,QUEENS,,,,,,,,40.70734331,-73.79844908,"
,  
(40.70734331355327, -73.79844908334903)"
66465284,2025-10-13T23:06:01.000,2025-10-13T23:23:33.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-13T23:23:38.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66470177,2025-10-13T23:05:27.000,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10039,2906 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-10-13T00:00:00.000,10 MANHATTAN,1020390061,MANHATTAN,1001441,241071,PHONE,Unspecified,MANHATTAN,,,,,,,,40.82834296,-73.93788189,"
,  
(40.828342957333895, -73.93788189275391)"
66463960,2025-10-13T23:05:27.000,,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10039,2906 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-10-13T00:00:00.000,10 MANHATTAN,1020390061,MANHATTAN,1001441,241071,PHONE,Unspecified,MANHATTAN,,,,,,,,40.82834296,-73.93788189,"
,  
(40.828342957333895, -73.93788189275391)"
66466007,2025-10-13T23:05:20.000,2025-10-13T23:23:13.000,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,Street/Sidewalk,10027,327 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST 126 STREET,WEST 127 STREET,WEST  126 STREET,WEST  127 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,,Closed,,"Based on the nature of this issue, the Department of Homeless Services (DHS) worked with the New York City Police Department (NYPD) and determined that the best course of action was to transfer this issue to the NYPD. Your service request has been closed.",2025-10-13T23:23:13.000,09 MANHATTAN,1019530012,MANHATTAN,997548,234964,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.81158769,-73.95196099,"
,  
(40.811587685846, -73.95196099096265)"
66472729,2025-10-13T23:05:16.000,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11223,1601 WEST    2 STREET,WEST    2 STREET,,,,,ADDRESS,BROOKLYN,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-10-13T00:00:00.000,11 BROOKLYN,3066300001,BROOKLYN,990956,160851,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.60817266,-73.9758484,"
,  
(40.608172657306866, -73.97584839845902)"
66468162,2025-10-13T23:05:12.000,2025-10-13T23:23:47.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-13T23:23:52.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66464146,2025-10-13T23:05:03.000,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10456,218 EAST  165 STREET,EAST  165 STREET,,,,,ADDRESS,BRONX,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-10-13T00:00:00.000,04 BRONX,2024550062,BRONX,1006846,241712,ONLINE,Unspecified,BRONX,,,,,,,,40.83009014,-73.91834927,"
,  
(40.830090144232436, -73.91834927026873)"
66471543,2025-10-13T23:05:03.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11219,1114 65 STREET,65 STREET,,,,,ADDRESS,BROOKLYN,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-10-13T00:00:00.000,10 BROOKLYN,3057520011,BROOKLYN,982756,168184,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62830263,-74.00538225,"
,  
(40.62830263086891, -74.00538225102638)"
66467764,2025-10-13T23:04:53.000,2025-10-14T00:58:10.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11370,25-01 72 STREET,72 STREET,25 AVENUE,30 AVENUE,25 AVENUE,30 AVENUE,ADDRESS,EAST ELMHURST,72 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,2025-10-14T00:58:14.000,03 QUEENS,4010490001,QUEENS,1013071,216835,MOBILE,Unspecified,QUEENS,,,,,,,,40.76179146,-73.89596199,"
,  
(40.76179146062979, -73.89596199335632)"
66468148,2025-10-13T23:04:37.000,2025-10-13T23:23:32.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-13T23:23:38.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66471752,2025-10-13T23:04:21.000,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11235,AVENUE X,AVENUE X,AVENUE X,BRIGHAM STREET,AVENUE X,BRIGHAM STREET,INTERSECTION,,,,In Progress,,,,15 BROOKLYN,,BROOKLYN,1002578,155885,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.59452558,-73.93400535,"
,  
(40.5945255826406, -73.93400535019472)"
66473051,2025-10-13T23:03:57.000,,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,11426,87-52 251 STREET,251 STREET,87 AVENUE,87 DRIVE,87 AVENUE,87 DRIVE,ADDRESS,BELLEROSE,251 STREET,,In Progress,,,,13 QUEENS,4086430053,QUEENS,1063287,205220,ONLINE,Unspecified,QUEENS,,,,,,,,40.72960506,-73.71482971,"
,  
(40.72960505794017, -73.71482971339421)"
66466271,2025-10-13T23:03:45.000,2025-10-14T00:08:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11218,1114 41 STREET,41 STREET,FORT HAMILTON PARKWAY,12 AVENUE,FORT HAMILTON PARKWAY,12 AVENUE,ADDRESS,BROOKLYN,41 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,2025-10-14T00:08:16.000,12 BROOKLYN,3055920012,BROOKLYN,986637,173128,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.64187266,-73.9913989,"
,  
(40.64187266421624, -73.99139889827676)"
66468264,2025-10-13T23:03:44.000,2025-10-13T23:23:33.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-13T23:23:37.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66471753,2025-10-13T23:03:16.000,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11234,AVENUE N,AVENUE N,AVENUE N,EAST   53 STREET,AVENUE N,EAST   53 STREET,INTERSECTION,,,,In Progress,,,,18 BROOKLYN,,BROOKLYN,1005356,164852,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.61913197,-73.92397443,"
,  
(40.61913197465124, -73.9239744329497)"
66462340,2025-10-13T23:03:13.000,2025-10-13T23:23:23.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-13T23:23:26.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66462341,2025-10-13T23:02:17.000,2025-10-13T23:03:03.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-13T23:03:06.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66464759,2025-10-13T23:02:00.000,,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10039,272 WEST  154 STREET,WEST  154 STREET,MACOMBS PL,FREDERICK DOUGLASS BLVD,,,ADDRESS,NEW YORK,,,Open,,,,10 MANHATTAN,1020390061,MANHATTAN,1001655,241020,PHONE,Unspecified,MANHATTAN,,,,,,,,40.82820256,-73.93710876,"
,  
(40.82820255782551, -73.93710875588584)"
66473218,2025-10-13T23:01:58.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10002,15 MONTGOMERY STREET,MONTGOMERY STREET,EAST BROADWAY,HENRY STREET,EAST BROADWAY,HENRY STREET,ADDRESS,NEW YORK,MONTGOMERY STREET,,In Progress,,,,03 MANHATTAN,1002880076,MANHATTAN,988340,199384,ONLINE,Unspecified,MANHATTAN,,,"15 MONTGOMERY STREET, MANHATTAN (NEW YORK), NY, 10002",,,,,40.71393882,-73.98524653,"
,  
(40.71393881941721, -73.98524652655931)"
66462480,2025-10-13T23:01:48.000,2025-10-13T23:02:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-13T23:02:46.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66467838,2025-10-13T23:01:38.000,2025-10-14T00:18:52.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11237,274 MENAHAN STREET,MENAHAN STREET,MYRTLE AVENUE,IRVING AVENUE,MYRTLE AVENUE,IRVING AVENUE,ADDRESS,BROOKLYN,MENAHAN STREET,,Closed,,The Police Department issued a summons in response to the complaint.,2025-10-14T00:18:57.000,04 BROOKLYN,,BROOKLYN,1007623,194148,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69953731,-73.91570697,"
,  
(40.699537314110394, -73.9157069691361)"
66462186,2025-10-13T23:01:29.000,2025-10-13T23:24:43.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10454,700 EAST  140 STREET,EAST  140 STREET,CYPRESS AVENUE,JACKSON AVENUE,CYPRESS AVENUE,JACKSON AVENUE,ADDRESS,BRONX,EAST  140 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-13T23:24:45.000,01 BRONX,2025680012,BRONX,1008430,233109,ONLINE,Unspecified,BRONX,,,,,,,,40.80647315,-73.91265648,"
,  
(40.80647314538869, -73.91265648099365)"
66469254,2025-10-13T23:01:24.000,2025-10-13T23:20:00.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10031,3635 BROADWAY,BROADWAY,WEST  149 STREET,WEST  150 STREET,WEST  149 STREET,WEST  150 STREET,ADDRESS,NEW YORK,BROADWAY,,Closed,,The Police Department issued a summons in response to the complaint.,2025-10-13T23:20:06.000,09 MANHATTAN,1020960034,MANHATTAN,998549,241436,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.82934993,-73.94833109,"
,  
(40.829349933210395, -73.94833108981194)"
66471093,2025-10-13T23:01:20.000,2025-10-13T23:49:09.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1138 TELLER AVENUE,TELLER AVENUE,EAST  166 STREET,EAST  167 STREET,EAST  166 STREET,EAST  167 STREET,ADDRESS,BRONX,TELLER AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-13T23:49:12.000,04 BRONX,2024290012,BRONX,1008455,241929,MOBILE,Unspecified,BRONX,,,,,,,,40.83068148,-73.91253436,"
,  
(40.83068148371854, -73.91253436359035)"
66466831,2025-10-13T23:00:50.000,2025-10-14T00:43:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10463,49 WEST  225 STREET,WEST  225 STREET,EXTERIOR STREET,BROADWAY,EXTERIOR STREET,BROADWAY,ADDRESS,BRONX,WEST  225 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T00:43:30.000,08 BRONX,1022150116,BRONX,1009652,257603,ONLINE,Unspecified,BRONX,,,,,,,,40.87369857,-73.90814958,"
,  
(40.87369857353044, -73.90814957564673)"
66472381,2025-10-13T23:00:49.000,2025-10-13T23:03:09.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-13T23:03:12.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66468078,2025-10-13T23:00:28.000,2025-10-13T23:52:37.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10029,1365 5 AVENUE,5 AVENUE,EAST  112 STREET,EAST  115 STREET,EAST  112 STREET,EAST  115 STREET,ADDRESS,NEW YORK,5 AVENUE,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2025-10-13T23:52:42.000,11 MANHATTAN,1016180001,MANHATTAN,998703,230311,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.79881467,-73.94779857,"
,  
(40.79881467021513, -73.94779857268328)"
66471094,2025-10-13T23:00:24.000,2025-10-13T23:02:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-13T23:03:01.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66471832,2025-10-13T23:00:08.000,2025-10-13T23:11:52.000,NYPD,New York City Police Department,Panhandling,N/A,Subway,,,,,,,,,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-13T23:11:55.000,Unspecified MANHATTAN,,MANHATTAN,987638,201032,MOBILE,Unspecified,MANHATTAN,,,,J,J M Z to Broad St (JZ) Uptown (M),,Platform,40.71846248,-73.98777796,"
,  
(40.7184624813724, -73.98777795585599)"
66463717,2025-10-13T22:59:22.000,2025-10-13T23:02:59.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-13T23:03:03.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66463468,2025-10-13T22:59:16.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,11369,89-10 ASTORIA BOULEVARD,ASTORIA BOULEVARD,,,,,ADDRESS,EAST ELMHURST,,N/A,Open,2025-11-12T22:59:16.000,The graffiti on this property has been scheduled to be removed by the City.,2025-10-13T22:59:16.000,03 QUEENS,4013630005,QUEENS,1017520,217565,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.7637795,-73.87989841,"
,  
(40.763779498161774, -73.87989840501433)"
66468879,2025-10-13T22:59:08.000,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11369,25-38 HUMPHREY STREET,HUMPHREY STREET,25 AVENUE,27 AVENUE,25 AVENUE,27 AVENUE,ADDRESS,EAST ELMHURST,HUMPHREYS STREET,,In Progress,,,,03 QUEENS,4016510025,QUEENS,1020600,217901,MOBILE,Unspecified,QUEENS,,,,,,,,40.7646896,-73.86877809,"
,  
(40.764689603203344, -73.86877809140935)"
66463290,2025-10-13T22:59:00.000,,DEP,Department of Environmental Protection,Sewer,Sewer Odor (SA2),,11369,22-27 99 STREET,99 STREET,22 DR,23 AVE,,,ADDRESS,EAST ELMHURST,,,Open,,,,03 QUEENS,4010740152,QUEENS,1019771,219739,PHONE,Unspecified,QUEENS,,,,,,,,40.7697378,-73.87176103,"
,  
(40.76973780104231, -73.87176102726683)"
66463679,2025-10-13T22:59:00.000,2025-10-13T23:03:02.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-13T23:03:08.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
